,Distinction,Name,Location,Price,Cuisine
1793,1 Star,Cadence by Dan Bark,"Bangkok, Thailand",฿฿฿฿,Innovative
1794,1 Star,NAWA,"Bangkok, Thailand",฿฿฿,Thai contemporary
1795,1 Star,Nahm,"Bangkok, Thailand",฿฿฿,Thai
1796,1 Star,Khao (Vadhana),"Bangkok, Thailand",฿฿,Thai
1797,1 Star,Aksorn,"Bangkok, Thailand",฿฿฿,Thai
1798,1 Star,INDDEE,"Bangkok, Thailand",฿฿฿,Indian
1799,1 Star,99 Sushi Bar,Abu Dhabi,$$$$,Japanese Contemporary
1800,1 Star,Erth,Abu Dhabi,$$,Modern Cuisine
1801,1 Star,Talea by Antonio Guida,Abu Dhabi,$$$$,Italian
1802,1 Star,Hakkasan,Abu Dhabi,$$$$,Chinese
1803,1 Star,Ginza L’écrin,"Tokyo, Japan",¥¥¥,French
1804,1 Star,NéMo,"Tokyo, Japan",¥¥¥,French
1805,1 Star,Chugoku Hanten Fureika,"Tokyo, Japan",¥¥¥,Chinese
1806,1 Star,Ichirin,"Tokyo, Japan",¥¥¥,Japanese
1807,1 Star,Nanakusa,"Tokyo, Japan",¥¥¥,Japanese
1808,1 Star,Sorahana,"Tokyo, Japan",¥¥¥,Japanese
1809,1 Star,Les Saisons,"Tokyo, Japan",¥¥¥¥,French
1810,1 Star,Edomae Shinsaku,"Tokyo, Japan",¥¥¥,Tempura
1811,1 Star,Nœud. TOKYO,"Tokyo, Japan",¥¥¥,French
1812,1 Star,Kaiseki Komuro,"Tokyo, Japan",¥¥¥¥,Japanese
1813,1 Star,Ippei Hanten,"Tokyo, Japan",¥¥¥¥,Chinese
1814,1 Star,Sushi Kojima,"Tokyo, Japan",¥¥¥¥,Sushi
1815,1 Star,Sushi Masashi,"Tokyo, Japan",¥¥¥¥,Sushi
1816,1 Star,Hakuun,"Tokyo, Japan",¥¥¥¥,Japanese
1817,1 Star,Sushi Ryujiro,"Tokyo, Japan",¥¥¥¥,Sushi
1818,1 Star,itsuka,"Tokyo, Japan",¥¥¥,Chinese
1819,1 Star,Torakuro,"Tokyo, Japan",¥¥¥¥,Japanese
1820,1 Star,Nishiazabu Otake,"Tokyo, Japan",¥¥¥,Japanese
1821,1 Star,SHIGEMATSU,"Tokyo, Japan",¥¥¥¥,Japanese
1822,1 Star,Oniku Karyu,"Tokyo, Japan",¥¥¥¥,Beef
1823,1 Star,GINZA OKUDA,"Tokyo, Japan",¥¥¥¥,Japanese
1824,1 Star,Sumibikappo SHIROSAKA,"Tokyo, Japan",¥¥¥,Japanese
1825,1 Star,Series,"Tokyo, Japan",¥¥¥,Chinese
1826,1 Star,Édition Koji Shimomura,"Tokyo, Japan",¥¥¥,French
1827,1 Star,Ishibashi,"Tokyo, Japan",¥¥¥,Unagi / Freshwater Eel
1828,1 Star,Sushi Matsuura,"Tokyo, Japan",¥¥¥,Sushi
1829,1 Star,Ren Mishina,"Tokyo, Japan",¥¥¥¥,Japanese
1830,1 Star,Shimbashi Sasada,"Tokyo, Japan",¥¥¥,Japanese
1831,1 Star,Nogizaka Shin,"Tokyo, Japan",¥¥¥¥,Japanese
1832,1 Star,Daigo,"Tokyo, Japan",¥¥¥,Shojin
1833,1 Star,Nishiazabu Sushi Shin,"Tokyo, Japan",¥¥¥¥,Sushi
1834,1 Star,Alchimiste,"Tokyo, Japan",¥¥¥,French
1835,1 Star,CRAFTALE,"Tokyo, Japan",¥¥¥,French
1836,1 Star,Kaiseki Tsujitome,"Tokyo, Japan",¥¥¥¥,Japanese
1837,1 Star,FUSHIKINO,"Tokyo, Japan",¥¥¥,Japanese
1838,1 Star,Sincère,"Tokyo, Japan",¥¥¥,French
1839,1 Star,Azabujuban Fukuda,"Tokyo, Japan",¥¥¥¥,Japanese
1840,1 Star,abysse,"Tokyo, Japan",¥¥¥¥,French
1841,1 Star,L'ATELIER de Joël Robuchon,"Tokyo, Japan",¥¥¥,French
1842,1 Star,MONOLITH,"Tokyo, Japan",¥¥¥,French
1843,1 Star,TOKi,"Tokyo, Japan",¥¥¥,Contemporary
1844,1 Star,UDATSU SUSHI,"Tokyo, Japan",¥¥¥,Sushi
1845,1 Star,Kabi,"Tokyo, Japan",¥¥¥,Innovative
1846,1 Star,Towa,"Tokyo, Japan",¥¥¥¥,Japanese
1847,1 Star,Ten Yokota,"Tokyo, Japan",¥¥¥,Tempura
1848,1 Star,Tour D'argent Tokyo,"Tokyo, Japan",¥¥¥¥,French
1849,1 Star,Koshikiryori Koki,"Tokyo, Japan",¥¥¥,Chinese
1850,1 Star,TROIS VISAGES,"Tokyo, Japan",¥¥¥,French
1851,1 Star,Tentempura Uchitsu,"Tokyo, Japan",¥¥¥¥,Tempura
1852,1 Star,Takagakino Sushi,"Tokyo, Japan",¥¥¥¥,Sushi
1853,1 Star,nôl,"Tokyo, Japan",¥¥¥,Contemporary
1854,1 Star,Oku,"Tokyo, Japan",¥¥¥,Sushi
1855,1 Star,Edomae Sushi Hanabusa,"Tokyo, Japan",¥¥¥¥,Sushi
1856,1 Star,au deco,"Tokyo, Japan",¥¥¥,French
1857,1 Star,L'aube,"Tokyo, Japan",¥¥¥,French
1858,1 Star,Azabu Wakei,"Tokyo, Japan",¥¥¥¥,Japanese
1859,1 Star,Guchokuni,"Tokyo, Japan",¥¥¥¥,Japanese
1860,1 Star,ESTERRE,"Tokyo, Japan",¥¥¥,French
1861,1 Star,Jushu,"Tokyo, Japan",¥¥¥,Japanese
1862,1 Star,Shigeyuki,"Tokyo, Japan",¥¥¥,Japanese
1863,1 Star,Shichubo Yung,"Tokyo, Japan",¥¥¥,Chinese
1864,1 Star,Simplicité,"Tokyo, Japan",¥¥¥,French
1865,1 Star,Jukuseizushi Yorozu,"Tokyo, Japan",¥¥¥¥,Sushi
1866,1 Star,Tamawarai,"Tokyo, Japan",¥¥¥,Soba
1867,1 Star,FARO,"Tokyo, Japan",¥¥¥,Italian
1868,1 Star,Yuan Yamori,"Tokyo, Japan",¥¥¥,Soba
1869,1 Star,Yakitori Omino,"Tokyo, Japan",¥¥¥,Yakitori
1870,1 Star,Sushi Kuwano,"Tokyo, Japan",¥¥¥¥,Sushi
1871,1 Star,La Paix,"Tokyo, Japan",¥¥¥,French
1872,1 Star,Seiju,"Tokyo, Japan",¥¥¥¥,Tempura
1873,1 Star,Nihombashi Sonoji,"Tokyo, Japan",¥¥¥¥,Tempura
1874,1 Star,Seika Kobayashi,"Tokyo, Japan",¥¥¥,Japanese
1875,1 Star,Sushi Hashimoto,"Tokyo, Japan",¥¥¥¥,Sushi
1876,1 Star,Sushi Murayama,"Tokyo, Japan",¥¥¥¥,Sushi
1877,1 Star,Torishiki,"Tokyo, Japan",¥¥¥,Yakitori
1878,1 Star,Tempura Yaguchi,"Tokyo, Japan",¥¥¥¥,Tempura
1879,1 Star,Ginza Kitafuku,"Tokyo, Japan",¥¥¥¥,Crab Specialities
1880,1 Star,Sushi Keita,"Tokyo, Japan",¥¥¥,Sushi
1881,1 Star,Sharikimon Onozawa,"Tokyo, Japan",¥¥¥¥,Japanese
1882,1 Star,Kyobashi Tempura Fukamachi,"Tokyo, Japan",¥¥¥,Tempura
1883,1 Star,Shokuzen Abe,"Tokyo, Japan",¥¥¥,Japanese
1884,1 Star,Miyasaka,"Tokyo, Japan",¥¥¥¥,Japanese
1885,1 Star,Tempura Miyashiro,"Tokyo, Japan",¥¥¥¥,Tempura
1886,1 Star,Tempura Motoyoshi,"Tokyo, Japan",¥¥¥¥,Tempura
1887,1 Star,L'ARGENT,"Tokyo, Japan",¥¥¥,French
1888,1 Star,Tempura Maehira,"Tokyo, Japan",¥¥¥,Tempura
1889,1 Star,est,"Tokyo, Japan",¥¥¥¥,French
1890,1 Star,Ginza Toyoda,"Tokyo, Japan",¥¥¥¥,Japanese
1891,1 Star,Onarimon Haru,"Tokyo, Japan",¥¥¥¥,Japanese
1892,1 Star,Oryori Katsushi,"Tokyo, Japan",¥¥¥,Japanese
1893,1 Star,MAKIYAKI GINZA ONODERA,"Tokyo, Japan",¥¥¥¥,French
1894,1 Star,Aroma Fresca,"Tokyo, Japan",¥¥¥,Italian
1895,1 Star,Arakicho Tatsuya,"Tokyo, Japan",¥¥¥,Japanese
1896,1 Star,Waketokuyama,"Tokyo, Japan",¥¥¥,Japanese
1897,1 Star,Nishiazabu Noguchi,"Tokyo, Japan",¥¥¥¥,Japanese
1898,1 Star,Piao-Xiang,"Tokyo, Japan",¥¥¥,Chinese
1899,1 Star,Hiroo Ishizaka,"Tokyo, Japan",¥¥¥,Sushi
1900,1 Star,Sushi Ichijo,"Tokyo, Japan",¥¥¥,Sushi
1901,1 Star,l'élan,"Tokyo, Japan",¥¥¥,French
1902,1 Star,Akiyama,"Tokyo, Japan",¥¥¥¥,Japanese
1903,1 Star,Mētis Roppongi,"Tokyo, Japan",¥¥¥,French
1904,1 Star,Ginza Kitagawa,"Tokyo, Japan",¥¥¥¥,Japanese
1905,1 Star,Mutsukari,"Tokyo, Japan",¥¥¥,Japanese
1906,1 Star,Ubuka,"Tokyo, Japan",¥¥¥,Crab Specialities
1907,1 Star,L'ÉTERRE,"Tokyo, Japan",¥¥¥¥,French
1908,1 Star,Nodaiwa Azabu Iikura Honten,"Tokyo, Japan",¥¥,Unagi / Freshwater Eel
1909,1 Star,Tenoshima,"Tokyo, Japan",¥¥¥,Japanese
1910,1 Star,Ginza Kousui,"Tokyo, Japan",¥¥¥,Japanese
1911,1 Star,LATURE,"Tokyo, Japan",¥¥¥,French
1912,1 Star,Principio,"Tokyo, Japan",¥¥¥,Italian
1913,1 Star,Kasumicho Yamagami,"Tokyo, Japan",¥¥¥¥,Japanese
1914,1 Star,Yakumo Uezu,"Tokyo, Japan",¥¥¥,Japanese
1915,1 Star,Chugoku Hanten Kohakukyu (Amber Palace),"Tokyo, Japan",¥¥¥,Chinese
1916,1 Star,Okamoto,"Tokyo, Japan",¥¥¥¥,Japanese
1917,1 Star,ShinoiS,"Tokyo, Japan",¥¥¥¥,Chinese
1918,1 Star,Shunkeian Arakaki,"Tokyo, Japan",¥¥¥,Tempura
1919,1 Star,Hato,"Tokyo, Japan",¥¥¥¥,Sushi
1920,1 Star,Nishiazabu Taku,"Tokyo, Japan",¥¥¥¥,Sushi
1921,1 Star,Akanezaka Onuma,"Tokyo, Japan",¥¥¥,Japanese
1922,1 Star,Tanimoto,"Tokyo, Japan",¥¥¥¥,Japanese
1923,1 Star,Sushidokoro Kiraku,"Tokyo, Japan",¥¥¥,Sushi
1924,1 Star,Sushiya Shota,"Tokyo, Japan",¥¥¥,Sushi
1925,1 Star,JO,"Tokyo, Japan",¥¥¥¥,Beef
1926,1 Star,Dominique Bouchet Tokyo,"Tokyo, Japan",¥¥¥,French
1927,1 Star,Jizozushi,"Tokyo, Japan",¥¥¥¥,Sushi
1928,1 Star,TEN-MASA,"Tokyo, Japan",¥¥¥,Japanese
1929,1 Star,BOTTEGA,"Tokyo, Japan",¥¥¥,Italian
1930,1 Star,Ensui,"Tokyo, Japan",¥¥¥¥,Japanese
1931,1 Star,Oryori Tsuji,"Tokyo, Japan",¥¥¥¥,Japanese
1932,1 Star,L'AFFINAGE,"Tokyo, Japan",¥¥¥,French
1933,1 Star,le sputnik,"Tokyo, Japan",¥¥¥,French
1934,1 Star,PRUNIER,"Tokyo, Japan",¥¥¥,French
1935,1 Star,amarantos,"Tokyo, Japan",¥¥¥,French
1936,1 Star,recte,"Tokyo, Japan",¥¥¥,French
1937,1 Star,Il Ristorante - Niko Romito,"Tokyo, Japan",¥¥¥,Italian
1938,1 Star,Gucci Osteria da Massimo Bottura Tokyo,"Tokyo, Japan",¥¥¥,Italian
1939,1 Star,Andreu Genestra,"Llucmajor, Spain",€€€€,Creative
1940,1 Star,Desde 1911,"Madrid, Spain",€€€€,Seafood
1941,1 Star,Sa Clastra,"Es Capdellà, Spain",€€€€,Creative
1942,1 Star,En la Parra,"Salamanca, Spain",€€€,Contemporary
1943,1 Star,Castell Peralada,"Peralada, Spain",€€€€,Modern Cuisine
1944,1 Star,La Lobita,"Navaleno, Spain",€€€€,Creative
1945,1 Star,Atempo,"Barcelona, Spain",€€€€,Modern Cuisine
1946,1 Star,Sala,"Olost, Spain",€€€,Traditional Cuisine
1947,1 Star,Casa Pepa,"Ondara, Spain",€€€,Creative
1948,1 Star,Tula,"Xàbia, Spain",€€,Mediterranean Cuisine
1949,1 Star,Ababol,"Albacete, Spain",€€€,Contemporary
1950,1 Star,La Fonda Xesc,"Gombrèn, Spain",€€€,Modern Cuisine
1951,1 Star,Víctor Gutiérrez,"Salamanca, Spain",€€€€,Creative
1952,1 Star,Tresmacarrons,"El Masnou, Spain",€€€€,Modern Cuisine
1953,1 Star,Messina,"Marbella, Spain",€€€€,Creative
1954,1 Star,LÚ Cocina y Alma,"Jerez de la Frontera, Spain",€€€€,Modern Cuisine
1955,1 Star,Kaleja,"Malaga, Spain",€€€€,Contemporary
1956,1 Star,Monte,"San Feliz, Spain",€€€,Modern Cuisine
1957,1 Star,Ibaya,"Soldeu, Andorra",€€€€,Creative
1958,1 Star,Lienzo,"Valencia, Spain",€€€,Mediterranean Cuisine
1959,1 Star,ARREA!,"Santa Cruz de Campezo, Spain",€€€,Regional Cuisine
1960,1 Star,Clos Madrid,"Madrid, Spain",€€€,Modern Cuisine
1961,1 Star,Quimbaya,"Madrid, Spain",€€€,Colombian
1962,1 Star,El Molino de Alcuneza,"Sigüenza, Spain",€€€,Modern Cuisine
1963,1 Star,Cancook,"Saragossa, Spain",€€€€,Creative
1964,1 Star,Santerra,"Madrid, Spain",€€€,Contemporary
1965,1 Star,OSA,"Madrid, Spain",€€€€,Modern Cuisine
1966,1 Star,Toki,"Madrid, Spain",€€€€,Japanese
1967,1 Star,Ancestral,"Illescas, Spain",€€€,Modern Cuisine
1968,1 Star,A Tafona,"Santiago de Compostela, Spain",€€€€,Contemporary
1969,1 Star,Deliranto,"Salou, Spain",€€€€,Creative
1970,1 Star,Casona del Judío,"Santander, Spain",€€€€,Modern Cuisine
1971,1 Star,L'Ó,"Sant Fruitós de Bages, Spain",€€€,Modern Cuisine
1972,1 Star,Refectorio,"Sardón de Duero, Spain",€€€€,Creative
1973,1 Star,Taller,"Quintanilla de Onésimo, Spain",€€€,Creative
1974,1 Star,Cañabota,"Seville, Spain",€€€,Seafood
1975,1 Star,Coto de Quevedo Evolución,"Torre de Juan Abad, Spain",€€€,Traditional Cuisine
1976,1 Star,Almo de Juan Guillamón,"Murcia, Spain",€€,Modern Cuisine
1977,1 Star,Bagá,"Jaén, Spain",€€€,Modern Cuisine
1978,1 Star,Els Casals,"Sagàs, Spain",€€€,Catalan
1979,1 Star,BACK,"Marbella, Spain",€€€,Modern Cuisine
1980,1 Star,Baluarte,"Soria, Spain",€€€,Modern Cuisine
1981,1 Star,El Xato,"la Nucía, Spain",€€€,Creative
1982,1 Star,Nova,"Ourense, Spain",€€€,Contemporary
1983,1 Star,El Bohío,"Illescas, Spain",€€€€,Modern Cuisine
1984,1 Star,Fogony,"Sort, Spain",€€€,Modern Cuisine
1985,1 Star,La Botica de Matapozuelos,"Matapozuelos, Spain",€€€,Contemporary
1986,1 Star,Tatau,"Huesca, Spain",€€€,Creative
1987,1 Star,Lillas Pastia,"Huesca, Spain",€€€,Modern Cuisine
1988,1 Star,Fraula,"Valencia, Spain",€€€,Contemporary
1989,1 Star,Nintai,"Marbella, Spain",€€€€,Japanese
1990,1 Star,Ayalga,"Ribadesella, Spain",€€€€,Modern Cuisine
1991,1 Star,Les Moles,"Ulldecona, Spain",€€€,Modern Cuisine
1992,1 Star,Nub,"Adeje, Spain",€€€€,Creative
1993,1 Star,Haydée by Víctor Suárez,"La Orotava, Spain",€€€,Creative
1994,1 Star,Auga,"Gijón, Spain",€€€,Traditional Cuisine
1995,1 Star,Trigo,"Valladolid, Spain",€€€,Modern Cuisine
1996,1 Star,Ricardo Sanz Wellington,"Madrid, Spain",€€€€,Japanese
1997,1 Star,Ikaro,"Logrono, Spain",€€€,Creative
1998,1 Star,Código de Barra,"Cadiz, Spain",€€€€,Modern Cuisine
1999,1 Star,Kaido Sushi Bar,"Valencia, Spain",€€€€,Japanese
2000,1 Star,Alquimia - Laboratorio,"Valladolid, Spain",€€€,Creative
2001,1 Star,Maruja Limón,"Vigo, Spain",€€€,Contemporary
2002,1 Star,Riff,"Valencia, Spain",€€€€,Creative
2003,1 Star,La Prensa,"Saragossa, Spain",€€€,Contemporary
2004,1 Star,La Tasquería,"Madrid, Spain",€€€,Modern Cuisine
2005,1 Star,Etxeko Ibiza,"Es Canar, Spain",€€€€,Creative
2006,1 Star,Corral de la Morería Gastronómico,"Madrid, Spain",€€€,Modern Cuisine
2007,1 Star,Marcos,"Gijón, Spain",€€€€,Modern Cuisine
2008,1 Star,Ugo Chan,"Madrid, Spain",€€€€,Fusion
2009,1 Star,Casa Gerardo,"Prendes, Spain",€€€,Modern Cuisine
2010,1 Star,Eirado,"Pontevedra, Spain",€€€,Contemporary
2011,1 Star,Quirat,"Barcelona, Spain",€€€,Modern Cuisine
2012,1 Star,El Serbal,"Santander, Spain",€€€,Modern Cuisine
2013,1 Star,Real Balneario,"Salinas, Spain",€€€€,Farm to table
2014,1 Star,Casa Marcelo,"Santiago de Compostela, Spain",€€€,Fusion
2015,1 Star,Retiro da Costiña,"Santa Comba, Spain",€€€€,Modern Cuisine
2016,1 Star,Aleia,"Barcelona, Spain",€€€€,Creative
2017,1 Star,As Garzas,"Barizo, Spain",€€€,Galician
2018,1 Star,Abantal,"Seville, Spain",€€€€,Creative
2019,1 Star,Hospedería El Batán,"Tramacastilla, Spain",€€€,Modern Cuisine
2020,1 Star,Ferpel Gastronómico,"Ortiguera, Spain",€€€€,Contemporary
2021,1 Star,Rodero,"Pamplona, Spain",€€€,Modern Cuisine
2022,1 Star,Alameda,"Hondarribia, Spain",€€€€,Modern Cuisine
2023,1 Star,Malena,"Gimenells, Spain",€€€,Modern Cuisine
2024,1 Star,Eneko,"Larrabetzu, Spain",€€€,Creative
2025,1 Star,Chirón,"Valdemoro, Spain",€€€,Modern Cuisine
2026,1 Star,Europa,"Pamplona, Spain",€€€€,Contemporary
2027,1 Star,Ceibe,"Ourense, Spain",€€€€,Galician
2028,1 Star,La Salita,"Valencia, Spain",€€€€,Creative
2029,1 Star,Silabario,"Vigo, Spain",€€€,Contemporary
2030,1 Star,Garena,"Dima, Spain",€€€€,Contemporary
2031,1 Star,Ca l'Enric,"La Vall de Bianya, Spain",€€€€,Creative
2032,1 Star,Cal Paradís,"Vall d'Alba, Spain",€€€,Contemporary
2033,1 Star,L'Antic Molí,"Ulldecona, Spain",€€€,Modern Cuisine
2034,1 Star,Yugo The Bunker,"Madrid, Spain",€€€€,Japanese
2035,1 Star,Villa Retiro,"Xerta, Spain",€€€€,Creative
2036,1 Star,La Finca,"Loja, Spain",€€€€,Contemporary
2037,1 Star,El Doncel,"Sigüenza, Spain",€€€,Modern Cuisine
2038,1 Star,Andra Mari,"Galdakao, Spain",€€€,Traditional Cuisine
2039,1 Star,Kiro Sushi,"Logrono, Spain",€€€€,Japanese
2040,1 Star,Quatre Molins,"Cornudella de Montsant, Spain",€€€€,Creative
2041,1 Star,Sollo,"Fuengirola, Spain",€€€€,Creative
2042,1 Star,El Club Allard,"Madrid, Spain",€€€€,Contemporary
2043,1 Star,Terra,"Fisterra, Spain",€€,Modern Cuisine
2044,1 Star,Erre de Roca,"Miranda de Ebro, Spain",€€,Contemporary
2045,1 Star,El Retiro,"Llanes, Spain",€€€,Modern Cuisine
2046,1 Star,Aürt,"Barcelona, Spain",€€€€,Modern Cuisine
2047,1 Star,Retama,"Torrenueva, Spain",€€€,Modern Cuisine
2048,1 Star,Mantúa,"Jerez de la Frontera, Spain",€€€€,Modern Cuisine
2049,1 Star,Beat,"Calp, Spain",€€€€,Mediterranean Cuisine
2050,1 Star,Audrey's,"Calp, Spain",€€€€,Creative
2051,1 Star,Hisop,"Barcelona, Spain",€€€,Creative
2052,1 Star,Baeza & Rufete,"Alacant, Spain",€€€€,Modern Cuisine
2053,1 Star,Es Fum,"Palmanova, Spain",€€€€,Creative
2054,1 Star,Solana,"Ampuero, Spain",€€€,Modern Cuisine
2055,1 Star,Via Veneto,"Barcelona, Spain",€€€€,Classic Cuisine
2056,1 Star,L'Aliança d'Anglès,"Anglès, Spain",€€€€,Modern Cuisine
2057,1 Star,Maca de Castro,"Port d'Alcúdia, Spain",€€€€,Creative
2058,1 Star,Fusion19,"Muro, Spain",€€€€,Fusion
2059,1 Star,Orobianco,"Calp, Spain",€€€€,Italian Contemporary
2060,1 Star,Can Bosch,"Cambrils, Spain",€€€,Traditional Cuisine
2061,1 Star,Raíces-Carlos Maldonado,"Talavera de la Reina, Spain",€€€,Creative
2062,1 Star,El Corral del Indianu,"Arriondas, Spain",€€€,Creative
2063,1 Star,Mont Bar,"Barcelona, Spain",€€€,Creative
2064,1 Star,Lluerna,"Santa Coloma de Gramenet, Spain",€€€,Modern Cuisine
2065,1 Star,Adrián Quetglas,"Palma, Spain",€€€,Modern Cuisine
2066,1 Star,Callizo,"Ainsa, Spain",€€€€,Creative
2067,1 Star,Dama Juana,"Jaén, Spain",€€€,Modern Cuisine
2068,1 Star,Tabaiba,"Las Palmas de Gran Canaria, Spain",€€€€,Creative
2069,1 Star,Malak,"Jaén, Spain",€€€,Modern Cuisine
2070,1 Star,O'Pazo,"Padrón, Spain",€€€€,Grills
2071,1 Star,La Costa,"El Ejido, Spain",€€€€,Contemporary
2072,1 Star,Elkano,"Getaria, Spain",€€€€,Seafood
2073,1 Star,Miguel González,"O Pereiro de Aguiar, Spain",€€€,Contemporary
2074,1 Star,DINS Santi Taura,"Palma, Spain",€€€€,Modern Cuisine
2075,1 Star,Kabo,"Pamplona, Spain",€€€,Contemporary
2076,1 Star,Cobo Evolución,"Burgos, Spain",€€€€,Modern Cuisine
2077,1 Star,Pablo,"Leon, Spain",€€€,Modern Cuisine
2078,1 Star,Zuara Sushi,"Madrid, Spain",€€€€,Japanese
2079,1 Star,Massana,"Girona, Spain",€€€€,Modern Cuisine
2080,1 Star,RavioXO,"Madrid, Spain",€€€€,Creative
2081,1 Star,Txispa,"Axpe, Spain",€€€€,Contemporary
2082,1 Star,CEBO,"Madrid, Spain",€€€€,Creative
2083,1 Star,Suto,"Barcelona, Spain",€€€€,Japanese
2084,1 Star,Barro,"Ávila, Spain",€€€€,Creative
2085,1 Star,Los Guayres,"Mogán, Spain",€€€€,Modern Cuisine
2086,1 Star,Hofmann,"Barcelona, Spain",€€€,Modern Cuisine
2087,1 Star,Oria,"Barcelona, Spain",€€€€,Modern Cuisine
2088,1 Star,Boroa,"Amorebieta - Etxano, Spain",€€€,Traditional Cuisine
2089,1 Star,Es Tragón,"Sant Antoni de Portmany, Spain",€€€€,Creative
2090,1 Star,Unic,"Sant Josep de sa Talaia, Spain",€€€,Innovative
2091,1 Star,Atalaya,"Alcossebre, Spain",€€€,Creative
2092,1 Star,Versátil,"Zarza de Granadilla, Spain",€€€,Contemporary
2093,1 Star,Rincón de Diego,"Cambrils, Spain",€€€,Traditional Cuisine
2094,1 Star,Caelis,"Barcelona, Spain",€€€,Creative
2095,1 Star,Les Magnòlies,"Arbúcies, Spain",€€€,Modern Cuisine
2096,1 Star,Nerua Guggenheim Bilbao,"Bilbao, Spain",€€€,Creative
2097,1 Star,Koy Shunka,"Barcelona, Spain",€€€€,Japanese
2098,1 Star,Can Jubany,"Calldetenes, Spain",€€€€,Modern Cuisine
