,Distinction,Name,Location,Price,Cuisine
1430,1 Star,Euskalduna Studio,"Porto, Portugal",€€€€,Modern Cuisine
1431,1 Star,Pedro Lemos,"Porto, Portugal",€€€€,Modern Cuisine
1432,1 Star,Lab by Sergi Arola,"Sintra, Portugal",€€€€,Creative
1433,1 Star,A Cozinha,"Guimaraes, Portugal",€€€,Modern Cuisine
1434,1 Star,Feitoria,"Lisbon, Portugal",€€€€,Modern Cuisine
1435,1 Star,2Monkeys,"Lisbon, Portugal",€€€€,Creative
1436,1 Star,Encanto,"Lisbon, Portugal",€€€,Vegetarian
1437,1 Star,CURA,"Lisbon, Portugal",€€€€,Modern Cuisine
1438,1 Star,Kabuki Lisboa,"Lisbon, Portugal",€€€,Japanese
1439,1 Star,Bon Bon,"Lagoa, Portugal",€€€€,Modern Cuisine
1440,1 Star,Le Monument,"Porto, Portugal",€€€€,Contemporary
1441,1 Star,Mesa de Lemos,"Passos de Silgueiros, Portugal",€€€€,Creative
1442,1 Star,A Ver Tavira,"Tavira, Portugal",€€€€,Modern Cuisine
1443,1 Star,100 Maneiras,"Lisbon, Portugal",€€€€,Creative
1444,1 Star,EPUR,"Lisbon, Portugal",€€€€,Creative
1445,1 Star,Vila Foz,"Porto, Portugal",€€€€,Contemporary
1446,1 Star,Eleven,"Lisbon, Portugal",€€€€,Creative
1447,1 Star,Al Sud,"Lagos, Portugal",€€€€,Creative
1448,1 Star,Fifty Seconds,"Lisbon, Portugal",€€€€,Creative
1449,1 Star,G Pousada,"Bragança, Portugal",€€€€,Regional Cuisine
1450,1 Star,Midori,"Sintra, Portugal",€€€€,Japanese
1451,1 Star,Vista,"Portimao, Portugal",€€€€,Modern Cuisine
1452,1 Star,Herdade do Esporão,"Reguengos de Monsaraz, Portugal",€€€,Contemporary
1453,1 Star,Loco,"Lisbon, Portugal",€€€€,Modern Cuisine
1454,1 Star,William,"Funchal, Portugal",€€€€,Contemporary
1455,1 Star,Kanazawa,"Lisbon, Portugal",€€€,Japanese
1456,1 Star,Desarma,"Funchal, Portugal",€€€€,Contemporary
1457,1 Star,Eden Rose,"Kayl, Luxembourg",€€€,Seasonal Cuisine
1458,1 Star,Les Pieds dans le Plat,"Marenne, Belgium",€€€,Classic Cuisine
1459,1 Star,Bar Bulot,"Zedelgem, Belgium",€€€,Classic Cuisine
1460,1 Star,Nebo,"Antwerpen, Belgium",€€€€,Contemporary
1461,1 Star,La Table de Manon,"Grandhan, Belgium",€€,French Contemporary
1462,1 Star,Chai Gourmand,"Beuzet, Belgium",€€€,Modern Cuisine
1463,1 Star,Le Grand Verre,"Durbuy, Belgium",€€€€,Modern French
1464,1 Star,Le Vieux Château,"Flobecq, Belgium",€€€,Modern Cuisine
1465,1 Star,Neon,"Lier, Belgium",€€€,Country cooking
1466,1 Star,Fani,"Roeser, Luxembourg",€€€€,Italian
1467,1 Star,Hoeve De Bies,"St-Martens-Voeren, Belgium",€€€€,Modern French
1468,1 Star,Barge,"Brussels, Belgium",€€€,Organic
1469,1 Star,Dôme,"Antwerpen, Belgium",€€€€,Classic French
1470,1 Star,¡Toma!,"Liège, Belgium",€€€€,Creative
1471,1 Star,Fine Fleur,"Antwerpen, Belgium",€€€,Creative
1472,1 Star,Willem Hiele,"Oudenburg, Belgium",€€€€,Seafood
1473,1 Star,La Grange d'Hamois,"Emptinne, Belgium",€€€,Modern French
1474,1 Star,Mosconi,Luxembourg,€€€€,Italian
1475,1 Star,Apdikt,"Steinfort, Luxembourg",€€€,Creative
1476,1 Star,Le Cor de Chasse,"Wéris, Belgium",€€€,Creative
1477,1 Star,Le Pristine,"Antwerpen, Belgium",€€€€,Italian Contemporary
1478,1 Star,Sense,"Waasmunster, Belgium",€€€€,Modern French
1479,1 Star,Sensum,"Sint-Denijs-Westrem, Belgium",€€€,Modern Cuisine
1480,1 Star,Marcus,"Deerlijk, Belgium",€€€€,Creative
1481,1 Star,Menssa,"Woluwe-Saint-Pierre, Belgium",€€€€,Creative
1482,1 Star,Hert,"Turnhout, Belgium",€€€€,Modern French
1483,1 Star,EssenCiel,"Leuven, Belgium",€€€€,Contemporary
1484,1 Star,Tinèlle,"Mechelen, Belgium",€€€,French Contemporary
1485,1 Star,Léa Linster,"Frisange, Luxembourg",€€€€,Modern French
1486,1 Star,l'Essentiel,"Temploux, Belgium",€€€,Creative French
1487,1 Star,Table d'Amis,"Kortrijk, Belgium",€€€,Modern French
1488,1 Star,Quai n°4,"Ath, Belgium",€€€,Modern Cuisine
1489,1 Star,La Villa de Camille et Julien,Luxembourg,€€€,French
1490,1 Star,Le Gastronome,"Paliseul, Belgium",€€€,Contemporary
1491,1 Star,Quadras,"Saint Vith, Belgium",€€€,Creative
1492,1 Star,Lettres Gourmandes,"Montignies-Saint-Christophe, Belgium",€€€,Creative French
1493,1 Star,Au Gré du Vent,"Seneffe, Belgium",€€€,Farm to table
1494,1 Star,Innesto,"Zonhoven, Belgium",€€€,Creative
1495,1 Star,La Roseraie,"Modave, Belgium",€€€,Modern French
1496,1 Star,FRANQ,"Antwerpen, Belgium",€€€,Modern Cuisine
1497,1 Star,Carcasse,"Sint-Idesbald, Belgium",€€€€,Meats and Grills
1498,1 Star,Het Gebaar,"Antwerpen, Belgium",€€€€,Creative
1499,1 Star,Kamo,"Ixelles, Belgium",€€€,Japanese
1500,1 Star,Sel Gris,"Knokke, Belgium",€€€€,Creative
1501,1 Star,Alter,"Tongeren, Belgium",€€€€,Creative
1502,1 Star,Rebelle,"Marke, Belgium",€€€,Modern Cuisine
1503,1 Star,Horseele,"Gent, Belgium",€€€€,Modern French
1504,1 Star,L'Envie,"Sint-Denijs, Belgium",€€€,Modern French
1505,1 Star,La Table Benjamin Laborie,"Ohain, Belgium",€€€,French Contemporary
1506,1 Star,De Mijlpaal,"Tongeren, Belgium",€€€,Creative
1507,1 Star,La Grappe d'Or,"Arlon, Belgium",€€€,French Contemporary
1508,1 Star,Pré de chez vous,"Bouge, Belgium",€€€,Modern Cuisine
1509,1 Star,DIM Dining,"Antwerpen, Belgium",€€€€,Asian
1510,1 Star,Hofke van Bazel,"Bazel, Belgium",€€€€,Seasonal Cuisine
1511,1 Star,Zur Post,"Saint Vith, Belgium",€€€€,Modern Cuisine
1512,1 Star,Arabelle Meirlaen,"Marchin, Belgium",€€€,Organic
1513,1 Star,Hof Ter Hulst,"Hulshout, Belgium",€€€,French
1514,1 Star,Le Pigeon Noir,"Uccle, Belgium",€€€,Country cooking
1515,1 Star,Bistrot du Nord,"Antwerpen, Belgium",€€€,Traditional Cuisine
1516,1 Star,senzanome,"Brussels, Belgium",€€€€,Italian
1517,1 Star,'t Stoveke,"Strombeek-Bever, Belgium",€€€,Modern Cuisine
1518,1 Star,EED,"Leuven, Belgium",€€€€,Modern Cuisine
1519,1 Star,Fleur de Lin,"Zele, Belgium",€€€,Modern Cuisine
1520,1 Star,Sans Cravate,"Brugge, Belgium",€€€€,Creative French
1521,1 Star,Nathan,"Antwerpen, Belgium",€€€€,Modern French
1522,1 Star,Zet'Joe by Geert Van Hecke,"Brugge, Belgium",€€€€,Creative French
1523,1 Star,JER,"Hasselt, Belgium",€€€,Modern Cuisine
1524,1 Star,Humus x Hortense,"Ixelles, Belgium",€€€,Creative
1525,1 Star,Centpourcent,"Sint-Katelijne-Waver, Belgium",€€€,Modern Cuisine
1526,1 Star,'t Korennaer,"Nieuwkerken-Waas, Belgium",€€€,Modern Cuisine
1527,1 Star,Bistro Racine,"Braine-le-Château, Belgium",€€€,Modern Cuisine
1528,1 Star,Aux petits oignons,"Jodoigne, Belgium",€€€,Modern Cuisine
1529,1 Star,De Bakermat,"Ninove, Belgium",€€€€,Modern French
1530,1 Star,Brasserie Julie,"Sint-Martens-Bodegem, Belgium",€€€,Home Cooking
1531,1 Star,Kelderman,"Aalst, Belgium",€€€€,Traditional Cuisine
1532,1 Star,OAK,"Gent, Belgium",€€€€,World Cuisine
1533,1 Star,Attablez-vous,"Namur, Belgium",€€€,Creative French
1534,1 Star,Philippe Meyers,"Braine-l'Alleud, Belgium",€€€,Modern French
1535,1 Star,Publiek,"Gent, Belgium",€€€,Modern Cuisine
1536,1 Star,Souvenir,"Gent, Belgium",€€€,Creative
1537,1 Star,Cuines 33,"Knokke, Belgium",€€€€,Creative
1538,1 Star,La Belle,"Geel, Belgium",€€€,Creative French
1539,1 Star,De Kristalijn,"Genk, Belgium",€€€€,Modern French
1540,1 Star,Les Gourmands,"Blaregnies, Belgium",€€€,Classic Cuisine
1541,1 Star,La Villa in the Sky,"Brussels, Belgium",€€€€,Creative
1542,1 Star,Hostellerie Gilain,"Sorinnes, Belgium",€€€€,Modern French
1543,1 Star,De Pastorie,"Kasterlee, Belgium",€€€€,Modern Cuisine
1544,1 Star,La Distillerie,"Bourglinster, Luxembourg",€€€€,Creative
1545,1 Star,Misera,"Antwerpen, Belgium",€€€€,Creative French
1546,1 Star,Julien,"Lovendegem, Belgium",€€€€,Modern French
1547,1 Star,Guillou Campagne,"Schouweiler, Luxembourg",€€€,Classic French
1548,1 Star,In den Hert,"Wannegem-Lede, Belgium",€€€€,Classic Cuisine
1549,1 Star,Aurum by Gary Kirchens,"Ordingen, Belgium",€€€,Modern Cuisine
1550,1 Star,Pont neuf,"Antwerpen, Belgium",€€€,Seafood
1551,1 Star,Arden,"Villers-sur-Lesse, Belgium",€€€€,French Contemporary
1552,1 Star,Ryôdô,Luxembourg,€€€€,Japanese
1553,1 Star,Da Mimmo,"Woluwe-Saint-Lambert, Belgium",€€€€,Italian Contemporary
1554,1 Star,Philippe Fauchet,"Saint-Georges-sur-Meuse, Belgium",€€€€,Creative
1555,1 Star,Hostellerie St-Nicolas,"Elverdinge, Belgium",€€€€,Creative
1556,1 Star,Couvert Couvert,"Heverlee, Belgium",€€€€,Creative
1557,1 Star,Melchior,"Tienen, Belgium",€€€€,Modern French
1558,1 Star,Benoit en Bernard Dewitte,"Ouwegem, Belgium",€€€€,Modern French
1559,1 Star,Hostellerie Vivendum,"Dilsen, Belgium",€€€,Modern Cuisine
1560,1 Star,Arenberg,"Heverlee, Belgium",€€€,Classic Cuisine
1561,1 Star,Maison Alain Bianchin,"Overijse, Belgium",€€€€,Creative
1562,1 Star,De Zuidkant,"Damme, Belgium",€€€,Modern Cuisine
1563,1 Star,Kommilfoo,"Antwerpen, Belgium",€€€,Creative French
1564,1 Star,Héliport Brasserie,"Liège, Belgium",€€€,Creative French
1565,1 Star,Le Pilori,"Écaussinnes-Lalaing, Belgium",€€€,Modern French
1566,1 Star,Ogst,"Hasselt, Belgium",€€€,Modern French
1567,1 Star,Le Coq aux Champs,"Soheit-Tinlot, Belgium",€€€,Creative French
1568,1 Star,The Butcher's son,"Antwerpen, Belgium",€€€,Traditional Cuisine
1569,1 Star,Goffin,"Sint-Kruis, Belgium",€€€,Modern Cuisine
1570,1 Star,M Bistro,"Nieuwpoort, Belgium",€€€,Modern Cuisine
1571,1 Star,Michel,"Groot-Bijgaarden, Belgium",€€€,Modern French
1572,1 Star,'t Fornuis,"Antwerpen, Belgium",€€€€,Classic Cuisine
1573,1 Star,Maison Marit,"Braine-l'Alleud, Belgium",€€€,Classic French
1574,1 Star,Magis,"Tongeren, Belgium",€€€,Modern Cuisine
1575,1 Star,Vol-Ver,"Marke, Belgium",€€€,Modern Cuisine
1576,1 Star,Boo Raan,"Knokke, Belgium",€€,Thai
1577,1 Star,Comme chez Soi,"Brussels, Belgium",€€€€,Classic Cuisine
1578,1 Star,l'Impératif d'Éole,"Quévy-le-Grand, Belgium",€€€,French Contemporary
1579,1 Star,Le Roannay,"Francorchamps, Belgium",€€€,Modern French
1580,1 Star,Palate,"Busan, South Korea",₩₩,Contemporary
1581,1 Star,L'Amant Secret,"Seoul, South Korea",₩₩₩₩,Contemporary
1582,1 Star,Haobin,"Seoul, South Korea",₩₩₩₩,Chinese
1583,1 Star,YUN,"Seoul, South Korea",₩₩₩,Korean
1584,1 Star,7th Door,"Seoul, South Korea",₩₩₩₩,Contemporary
1585,1 Star,HANE,"Seoul, South Korea",₩₩₩₩,Sushi
1586,1 Star,VINHO,"Seoul, South Korea",₩₩₩,Contemporary
1587,1 Star,Kojacha,"Seoul, South Korea",₩₩₩₩,Asian
1588,1 Star,Sushi Matsumoto,"Seoul, South Korea",₩₩₩₩,Sushi
1589,1 Star,Evett,"Seoul, South Korea",₩₩₩₩,Innovative
1590,1 Star,Soul,"Seoul, South Korea",₩₩₩,Contemporary
1591,1 Star,Zero Complex,"Seoul, South Korea",₩₩₩₩,Innovative
1592,1 Star,Exquisine,"Seoul, South Korea",₩₩₩,Contemporary
1593,1 Star,Onjium,"Seoul, South Korea",₩₩₩₩,Korean
1594,1 Star,KANG MINCHUL Restaurant,"Seoul, South Korea",₩₩₩₩,French
1595,1 Star,Muoki,"Seoul, South Korea",₩₩₩,Contemporary
1596,1 Star,Bicena,"Seoul, South Korea",₩₩₩₩,Korean
1597,1 Star,Muni,"Seoul, South Korea",₩₩₩₩,Japanese
1598,1 Star,Soseoul Hannam,"Seoul, South Korea",₩₩₩,Korean
1599,1 Star,Eatanic Garden,"Seoul, South Korea",₩₩₩₩,Innovative
1600,1 Star,Solbam,"Seoul, South Korea",₩₩₩₩,Contemporary
1601,1 Star,L'Amitié,"Seoul, South Korea",₩₩₩,French
1602,1 Star,Goryori Ken,"Seoul, South Korea",₩₩₩₩,Contemporary
1603,1 Star,Mori,"Busan, South Korea",₩₩₩,Japanese
1604,1 Star,Fiotto,"Busan, South Korea",₩₩,Italian
1605,1 Star,Crocadon,"St Mellion, United Kingdom",£££,Modern Cuisine
1606,1 Star,Loch Bay,"Isle of Skye, United Kingdom",££££,Modern Cuisine
1607,1 Star,Cail Bruich,"Glasgow City, United Kingdom",££££,Modern Cuisine
1608,1 Star,Elephant,"Torquay, United Kingdom",£££,Modern British
1609,1 Star,Black Swan,"Oldstead, United Kingdom",££££,Creative British
1610,1 Star,Sorrel,"Dorking, United Kingdom",££££,Modern British
1611,1 Star,Masons Arms,"Knowstone, United Kingdom",£££,Classic French
1612,1 Star,Simpsons,"Birmingham, United Kingdom",££££,Modern Cuisine
1613,1 Star,Bohemia,"Saint Helier, United Kingdom",££££,Modern Cuisine
1614,1 Star,alchemilla,"Nottingham, United Kingdom",£££,Modern British
1615,1 Star,Forest Side,"Grasmere, United Kingdom",££££,Modern British
1616,1 Star,Gidleigh Park,"Chagford, United Kingdom",££££,Modern Cuisine
1617,1 Star,Lympstone Manor,"Lympstone, United Kingdom",££££,Modern French
1618,1 Star,The Sportsman,"Seasalter, United Kingdom",£££,Modern British
1619,1 Star,White Swan,"Fence, United Kingdom",£££,Modern British
1620,1 Star,Outlaw's Fish Kitchen,"Port Isaac, United Kingdom",££££,Seafood
1621,1 Star,Dog and Gun Inn,"Skelton, United Kingdom",£££,British Contemporary
1622,1 Star,Rogan & Co,"Cartmel, United Kingdom",£££,Creative British
1623,1 Star,Upstairs by Tom Shepherd,"Lichfield, United Kingdom",£££,Modern Cuisine
1624,1 Star,House of Tides,"Newcastle Upon Tyne, United Kingdom",££££,Modern Cuisine
1625,1 Star,The Barn,"Aughton, United Kingdom",£££,Modern British
1626,1 Star,Frog by Adam Handling,"London, United Kingdom",££££,Modern Cuisine
1627,1 Star,John's House,"Mountsorrel, United Kingdom",££££,Modern Cuisine
1628,1 Star,heft,"Newton in Cartmel, United Kingdom",££££,Modern British
1629,1 Star,Shaun Rankin at Grantley Hall,"Ripon, United Kingdom",££££,Modern British
1630,1 Star,Gravetye Manor,"East Grinstead, United Kingdom",££££,Modern British
1631,1 Star,Le Champignon Sauvage,"Cheltenham, United Kingdom",££££,Modern Cuisine
1632,1 Star,Latymer,"Bagshot, United Kingdom",££££,Modern Cuisine
1633,1 Star,Walnut Tree,"Llanddewi Skirrid, United Kingdom",£££,Modern British
1634,1 Star,Star Inn at Harome,"Harome, United Kingdom",£££,Modern British
1635,1 Star,Beach House,"Oxwich, United Kingdom",££££,Modern Cuisine
1636,1 Star,House,"Ardmore, Ireland",$$$$,Modern Cuisine
1637,1 Star,The Angel,"Hetton, United Kingdom",££££,Modern Cuisine
1638,1 Star,Sosban & The Old Butchers,"Menai Bridge, United Kingdom",££££,Modern Cuisine
1639,1 Star,Hambleton Hall,"Hambleton, United Kingdom",££££,Classic Cuisine
1640,1 Star,Paul Ainsworth at No.6,"Padstow, United Kingdom",££££,Modern Cuisine
1641,1 Star,Jamavar,"London, United Kingdom",£££,Indian
1642,1 Star,The Dining Room,"Malmesbury, United Kingdom",££££,Creative
1643,1 Star,Cottage in the Wood,"Braithwaite, United Kingdom",££££,Modern British
1644,1 Star,Restaurant Hywel Jones by Lucknam Park,"Colerne, United Kingdom",££££,Modern British
1645,1 Star,Bybrook,"Castle Combe, United Kingdom",££££,Modern British
1646,1 Star,Kai,"London, United Kingdom",££££,Chinese
1647,1 Star,Woven by Adam Smith,"Ascot, United Kingdom",££££,Modern Cuisine
1648,1 Star,Nut Tree Inn,"Murcott, United Kingdom",££££,Modern British
1649,1 Star,Fordwich Arms,"Fordwich, United Kingdom",£££,Modern Cuisine
1650,1 Star,Umu,"London, United Kingdom",££££,Japanese
1651,1 Star,Pea Porridge,"Bury St Edmunds, United Kingdom",£££,Mediterranean Cuisine
1652,1 Star,The Neptune,"Hunstanton, United Kingdom",£££,Modern Cuisine
1653,1 Star,Bridge Arms,"Bridge, United Kingdom",£££,Modern British
1654,1 Star,Adam's,"Birmingham, United Kingdom",££££,Modern Cuisine
1655,1 Star,Humble Chicken,"London, United Kingdom",££££,Japanese
1656,1 Star,Lake Road Kitchen,"Ambleside, United Kingdom",££££,Creative
1657,1 Star,Artichoke,"Amersham, United Kingdom",£££,Modern British
1658,1 Star,Pétrus by Gordon Ramsay,"London, United Kingdom",££££,French
1659,1 Star,The Samling,"Ambleside, United Kingdom",££££,Modern Cuisine
1660,1 Star,Sollip,"London, United Kingdom",££££,Creative
1661,1 Star,Unalome by Graeme Cheevers,"Glasgow City, United Kingdom",££££,Modern British
1662,1 Star,Pentonbridge Inn,"Penton, United Kingdom",££££,Modern British
1663,1 Star,mýse,"Hovingham, United Kingdom",££££,Modern Cuisine
1664,1 Star,Winteringham Fields,"Winteringham, United Kingdom",££££,Modern Cuisine
1665,1 Star,The Coach,"Marlow, United Kingdom",£££,Modern British
1666,1 Star,Galvin La Chapelle,"London, United Kingdom",£££,French
1667,1 Star,Purnell's,"Birmingham, United Kingdom",£££,Modern Cuisine
1668,1 Star,The Cross,"Kenilworth, United Kingdom",£££,British Contemporary
1669,1 Star,Hinds Head,"Bray, United Kingdom",£££,Traditional British
1670,1 Star,Pipe and Glass,"South Dalton, United Kingdom",££,Modern British
1671,1 Star,Murano,"London, United Kingdom",££££,Italian
1672,1 Star,Restaurant Twenty-Two,"Cambridge, United Kingdom",££££,Modern Cuisine
1673,1 Star,Quilon,"London, United Kingdom",£££,Indian
1674,1 Star,Outlaw's New Road,"Port Isaac, United Kingdom",££££,Seafood
1675,1 Star,Ritz Restaurant,"London, United Kingdom",££££,Modern British
1676,1 Star,Benares,"London, United Kingdom",££££,Indian
1677,1 Star,Home,"Penarth, United Kingdom",££££,Modern Cuisine
1678,1 Star,Trishna,"London, United Kingdom",£££,Indian
1679,1 Star,Allium at Askham Hall,"Askham, United Kingdom",££££,Modern British
1680,1 Star,Stark,"East Mersea, United Kingdom",£££,Modern British
1681,1 Star,Morston Hall,"Morston, United Kingdom",££££,Modern British
1682,1 Star,Sabor,"London, United Kingdom",££,Spanish
1683,1 Star,Àclèaf,"Plymouth, United Kingdom",££££,Modern Cuisine
1684,1 Star,Bulrush,"City of Bristol, United Kingdom",£££,Modern British
1685,1 Star,Portland,"London, United Kingdom",£££,Modern Cuisine
1686,1 Star,Northcote,"Langho, United Kingdom",££££,Modern British
1687,1 Star,Meadowsweet,"Holt, United Kingdom",££££,Modern British
1688,1 Star,Locanda Locatelli,"London, United Kingdom",££££,Italian
1689,1 Star,Lumière,"Cheltenham, United Kingdom",££££,Modern Cuisine
1690,1 Star,Osip,"Bruton, United Kingdom",£££,Modern British
1691,1 Star,KOL,"London, United Kingdom",££££,Mexican
1692,1 Star,Evelyn's Table,"London, United Kingdom",££££,Modern Cuisine
1693,1 Star,Elystan Street,"London, United Kingdom",£££,Modern British
1694,1 Star,Veeraswamy,"London, United Kingdom",£££,Indian
1695,1 Star,Dysart Petersham,"London, United Kingdom",£££,Modern Cuisine
1696,1 Star,Ormer Mayfair,"London, United Kingdom",££££,Modern British
1697,1 Star,Luca,"London, United Kingdom",£££,Italian
1698,1 Star,Taku,"London, United Kingdom",££££,Japanese
1699,1 Star,The Whitebrook,"Whitebrook, United Kingdom",££££,Creative British
1700,1 Star,Cycene,"London, United Kingdom",££££,Modern Cuisine
1701,1 Star,La Trompette,"London, United Kingdom",£££,Modern British
1702,1 Star,SOURCE at Gilpin Hotel,"Bowness-on-Windermere, United Kingdom",££££,Modern Cuisine
1703,1 Star,Cedar Tree by Hrishikesh Desai,"Brampton, United Kingdom",££££,Modern Cuisine
1704,1 Star,Chestnut,"Ballydehob, Ireland",$$$$,Modern Cuisine
1705,1 Star,Grace & Savour,"Hampton in Arden, United Kingdom",££££,Modern Cuisine
1706,1 Star,Lady Helen,"Thomastown, Ireland",$$$$,Modern Cuisine
1707,1 Star,Campagne,"Kilkenny, Ireland",$$$,Modern Cuisine
1708,1 Star,Old Stamp House,"Ambleside, United Kingdom",£££,Modern Cuisine
1709,1 Star,Timberyard,"Edinburgh, United Kingdom",£££,Modern British
1710,1 Star,The Oak Room,"Adare, Ireland",$$$$,Modern Cuisine
1711,1 Star,Martin Wishart,"Leith, United Kingdom",££££,Modern Cuisine
1712,1 Star,SOLSTICE BY KENNY ATKINSON,"Newcastle Upon Tyne, United Kingdom",££££,Modern British
1713,1 Star,Endo at The Rotunda,"London, United Kingdom",££££,Japanese
1714,1 Star,Olive Tree,"Bath, United Kingdom",££££,Modern Cuisine
1715,1 Star,Dining Room at The Goring,"London, United Kingdom",£££,Traditional British
1716,1 Star,hide and fox,"Saltwood, United Kingdom",££££,Modern British
1717,1 Star,City Social,"London, United Kingdom",£££,Modern Cuisine
1718,1 Star,Interlude,"Lower Beeding, United Kingdom",££££,Creative
1719,1 Star,Chez Bruce,"London, United Kingdom",£££,French
1720,1 Star,Roots,"York, United Kingdom",££££,Modern Cuisine
1721,1 Star,St. Barts,"London, United Kingdom",££££,Modern British
1722,1 Star,Harwood Arms,"London, United Kingdom",£££,Modern British
1723,1 Star,Pavyllon London,"London, United Kingdom",££££,French Contemporary
1724,1 Star,Sushi Kanesaka,"London, United Kingdom",££££,Japanese
1725,1 Star,Chishuru,"London, United Kingdom",£££,African
1726,1 Star,Akoko,"London, United Kingdom",££££,African
1727,1 Star,Muse,"London, United Kingdom",££££,Creative
1728,1 Star,Amaya,"London, United Kingdom",£££,Indian
1729,1 Star,Angler,"London, United Kingdom",££££,Seafood
1730,1 Star,The Ninth,"London, United Kingdom",£££,Mediterranean Cuisine
1731,1 Star,The Royal Oak,"Whatcote, United Kingdom",££££,Modern British
1732,1 Star,Five Fields,"London, United Kingdom",££££,Modern Cuisine
1733,1 Star,Brat,"London, United Kingdom",£££,Traditional British
1734,1 Star,Aulis,"London, United Kingdom",££££,Creative British
1735,1 Star,HIDE,"London, United Kingdom",££££,Modern British
1736,1 Star,sō–lō,"Aughton, United Kingdom",££££,Modern British
1737,1 Star,The Muddlers Club,"Belfast, United Kingdom",£££,Modern Cuisine
1738,1 Star,OX,"Belfast, United Kingdom",£££,Modern British
1739,1 Star,Aniar,"Galway, Ireland",$$$$,Modern Cuisine
1740,1 Star,Heron,"Leith, United Kingdom",££££,Modern Cuisine
1741,1 Star,Variety Jones,"Dublin City, Ireland",$$$,Modern Cuisine
1742,1 Star,Hjem,"Wall, United Kingdom",££££,Scandinavian
1743,1 Star,Bastible,"Dublin City, Ireland",$$$$,Modern Cuisine
1744,1 Star,The Peat Inn,"Peat Inn, United Kingdom",££££,Modern Cuisine
1745,1 Star,River Café,"London, United Kingdom",££££,Italian
1746,1 Star,Wild Honey St James,"London, United Kingdom",£££,Modern British
1747,1 Star,Mountain,"London, United Kingdom",£££,Spanish
1748,1 Star,Lyle's,"London, United Kingdom",£££,Modern British
1749,1 Star,Trinity,"London, United Kingdom",£££,Modern Cuisine
1750,1 Star,St. JOHN,"London, United Kingdom",£££,Traditional British
1751,1 Star,Kitchen W8,"London, United Kingdom",£££,Modern Cuisine
1752,1 Star,Pied à Terre,"London, United Kingdom",££££,Creative
1753,1 Star,Behind,"London, United Kingdom",££££,Modern British
1754,1 Star,D'Olier Street,"Dublin City, Ireland",$$$$,Modern Cuisine
1755,1 Star,The Tudor Pass,"Egham, United Kingdom",££££,Modern Cuisine
1756,1 Star,The Bishop's Buttery,"Cashel, Ireland",$$$$,Modern Cuisine
1757,1 Star,Casa Fofō,"London, United Kingdom",£££,Modern Cuisine
1758,1 Star,1890 by Gordon Ramsay,"London, United Kingdom",££££,French Contemporary
1759,1 Star,Pine,"East Wallhouses, United Kingdom",££££,Modern Cuisine
1760,1 Star,Glovers Alley,"Dublin City, Ireland",$$$$,Modern Cuisine
1761,1 Star,Condita,"Edinburgh, United Kingdom",££££,Modern Cuisine
1762,1 Star,Bastion,"Kinsale, Ireland",$$$$,Modern Cuisine
1763,1 Star,The Kitchin,"Leith, United Kingdom",££££,Modern Cuisine
1764,1 Star,SO|LA,"London, United Kingdom",££££,Californian
1765,1 Star,Dorian,"London, United Kingdom",£££,Modern British
1766,1 Star,Ben Wilkinson at The Pass,"Horsham, United Kingdom",££££,Modern British
1767,1 Star,Homestead Cottage,"Doolin, Ireland",$$$$,Modern Cuisine
1768,1 Star,mana,"Manchester, United Kingdom",££££,Creative British
1769,1 Star,Club Gascon,"London, United Kingdom",££££,French
1770,1 Star,Humo,"London, United Kingdom",££££,Grills
1771,1 Star,Potong,"Bangkok, Thailand",฿฿฿฿,Innovative
1772,1 Star,Wana Yook,"Bangkok, Thailand",฿฿฿,Thai contemporary
1773,1 Star,Haoma,"Bangkok, Thailand",฿฿฿฿,Indian
1774,1 Star,PRU,"Phuket, Thailand",฿฿฿฿,Modern Cuisine
1775,1 Star,Maison Dunand,"Bangkok, Thailand",฿฿฿฿,French Contemporary
1776,1 Star,Mia,"Bangkok, Thailand",฿฿฿,Modern Cuisine
1777,1 Star,Sushi Masato,"Bangkok, Thailand",฿฿฿฿,Sushi
1778,1 Star,Suan Thip,"Nonthaburi, Thailand",฿฿,Thai
1779,1 Star,Canvas,"Bangkok, Thailand",฿฿฿฿,Innovative
1780,1 Star,Signature,"Bangkok, Thailand",฿฿฿฿,French
1781,1 Star,IGNIV,"Bangkok, Thailand",฿฿฿฿,European Contemporary
1782,1 Star,Le Normandie,"Bangkok, Thailand",฿฿฿฿,French Contemporary
1783,1 Star,Resonance,"Bangkok, Thailand",฿฿฿฿,Modern Cuisine
1784,1 Star,Blue by Alain Ducasse,"Bangkok, Thailand",฿฿฿฿,French Contemporary
1785,1 Star,Jay Fai,"Bangkok, Thailand",฿฿฿,Street Food
1786,1 Star,80/20,"Bangkok, Thailand",฿฿฿฿,Thai contemporary
1787,1 Star,Saneh Jaan,"Bangkok, Thailand",฿฿฿,Thai
1788,1 Star,Côte by Mauro Colagreco,"Bangkok, Thailand",฿฿฿฿,Modern Cuisine
1789,1 Star,Chim by Siam Wisdom,"Bangkok, Thailand",฿฿฿,Thai
1790,1 Star,Le Du,"Bangkok, Thailand",฿฿฿฿,Thai contemporary
1791,1 Star,"Elements, Inspired by Ciel Bleu","Bangkok, Thailand",฿฿฿฿,French Contemporary
1792,1 Star,Samrub Samrub Thai,"Bangkok, Thailand",฿฿฿,Thai
